#32.80,0,0,9.3,449.875,0,0.2025,1.24125
#33.69,0,0,9.3,449.875,0,0.20125,1.24125
#33.70,0,0,9.3,449.875,0,0.20125,1.22875
#33.71,0,0,9.3,449.875,0,0.20125,1.24125
#33.72,0,0,9.3,449.875,0.00125,0.20375,1.24375
#33.73,0,0,9.3,449.875,0,0.20125,1.2425
#33.74,0,0,9.3,449.875,-0.00125,0.19875,1.23
#33.75,0,0,9.3,449.875,0,0.20125,1.2375
#33.76,0,0,9.3,449.875,0,0.2,1.24375
#33.77,0,0,9.3,449.875,0,0.2025,1.245
#33.78,0,0,9.3,449.875,0,0.2,1.23625
#33.79,0,0,9.3,449.875,0.0025,0.2,1.22875
#33.80,0,0,9.3,449.875,0,0.2,1.23875
#33.81,0,0,9.3,449.875,0.00125,0.2025,1.23875
#33.83,0,0,9.3,449.875,-0.00125,0.2025,1.24375
#33.83,0,0,9.3,449.875,0,0.20375,1.2425
#33.85,0,0,9.3,449.875,0,0.2025,1.22875
#33.85,0,0,9.3,449.875,0,0.2025,1.2325
#33.87,0,0,9.3,449.875,0,0.20375,1.2425
#33.88,0,0,9.3,449.875,-0.00125,0.2,1.245
#33.88,0,0,9.3,449.875,0,0.20125,1.24125
#33.90,0,0,9.3,449.875,0,0.2025,1.2325
#33.90,0,0,9.3,449.875,0,0.20375,1.2375
#33.92,0,0,9.3,449.875,0,0.20625,1.24
#33.92,0,0,9.3,449.875,0,0.2025,1.24125
#33.94,0,0,9.3,449.875,0,0.2025,1.2375
#33.95,0,0,9.3,449.875,0,0.2,1.23
#33.96,0,0,9.3,449.875,-0.00125,0.20125,1.2375
#33.97,0,0,9.3,449.875,0.00125,0.2025,1.2425
#33.99,0,0,9.3,449.875,0,0.20125,1.23625
#33.99,0,0,9.3,449.875,0.00125,0.20125,1.22875
#34.01,0,0,9.3,449.875,0.00125,0.2,1.23125
#34.01,0,0,9.3,449.875,0,0.20125,1.23875
#34.03,0,0,9.3,449.875,0,0.2025,1.2425
#34.03,0,0,9.3,449.875,0.00125,0.2025,1.23875
#34.04,0,0,9.3,449.875,0.00125,0.2025,1.23125
#34.06,0,0,9.3,449.875,0.00125,0.2,1.2325
#34.06,0,0,9.3,449.875,0,0.20125,1.23875
#34.08,0,0,9.3,449.875,0,0.2025,1.245
#34.09,0,0,9.3,449.875,0,0.2025,1.24625
#34.10,0,0,9.3,449.875,0,0.2,1.22875
#34.11,0,0,9.3,449.875,0,0.2025,1.23875
#34.12,0,0,9.3,449.875,0,0.20125,1.24375
#34.13,0,0,9.3,449.875,0.00125,0.20125,1.24
#34.14,0,0,9.3,449.875,0,0.2025,1.245
#34.15,0,0,9.3,449.875,0,0.2025,1.23
#34.16,0,0,9.3,449.875,-0.0025,0.20125,1.2375
#34.17,0,0,9.3,449.875,0,0.20125,1.24
#34.18,0,0,9.3,449.875,0,0.20125,1.24125
#34.19,0,0,9.3,449.875,0,0.20125,1.235
#34.20,0,0,9.3,449.875,-0.00125,0.2,1.22875
#34.21,0,0,9.3,449.875,0,0.20125,1.2325
#34.22,0,0,9.3,449.875,0,0.20125,1.24125
#34.24,0,0,9.3,449.875,0,0.20125,1.24
#34.25,0,0,9.3,449.875,0,0.20125,1.23125
#34.26,0,0,9.3,449.875,0,0.2025,1.23375
#34.27,0,0,9.3,449.875,0,0.19875,1.24
#34.28,0,0,9.3,449.875,0,0.20125,1.24125
#34.29,0,0,9.3,449.875,0,0.20125,1.24125
#34.30,0,0,9.3,449.875,0.00125,0.20375,1.23375
#34.31,0,0,9.3,449.875,0,0.2025,1.23625
#34.32,0,0,9.3,449.875,0,0.20125,1.24
#34.33,0,0,9.3,449.875,-0.00125,0.2025,1.2425
#34.34,0,0,9.3,449.875,0,0.20125,1.2325
#34.35,0,0,9.3,449.875,0,0.2025,1.2325
#34.37,0,0,9.3,449.875,-0.00375,0.20125,1.24125
#34.38,0,0,9.3,449.875,-0.0025,0.2025,1.24625
#34.38,0,0,9.3,449.875,-0.00125,0.19875,1.2425
#34.40,0,0,9.3,449.875,-0.00125,0.2025,1.23125
#34.40,0,0,9.3,449.875,-0.00375,0.2,1.23375
#34.42,0,0,9.3,449.875,0,0.20375,1.24125
#34.43,0,0,9.3,449.875,0,0.19875,1.245
#34.44,0,0,9.3,449.875,0,0.20125,1.24125
#34.45,0,0,9.3,449.875,0.00125,0.2,1.23625
#34.46,0,0,9.3,449.875,0,0.20375,1.24125
#34.47,0,0,9.3,449.875,0,0.20125,1.2375
#34.48,0,0,9.3,449.875,0.0025,0.20125,1.24375
#34.49,0,0,9.3,449.875,-0.00125,0.2,1.24
#34.50,0,0,9.3,449.875,0,0.19875,1.21875
#34.51,0,0,9.3,449.875,0,0.20625,1.235
#34.52,0,0,9.3,449.875,0.00125,0.19875,1.2325
#34.53,0,0,9.3,449.875,0,0.20125,1.245
#34.54,0,0,9.3,449.875,0.00375,0.20125,1.24125
#34.55,0,0,9.3,449.875,0.00375,0.2,1.22625
#34.56,0,0,9.3,449.875,0.00375,0.2025,1.235
#34.57,0,0,9.3,449.875,0,0.20375,1.24125
#34.58,0,0,9.3,449.875,0.00125,0.20375,1.24375
#34.59,0,0,9.3,449.875,0,0.20125,1.24125
#34.60,0,0,9.3,449.875,0,0.2025,1.23375
#34.62,0,0,9.3,449.875,0.00375,0.2,1.24125
#34.63,0,0,9.3,449.875,0.00375,0.20375,1.24375
#34.64,0,0,9.3,449.875,0.0025,0.20125,1.2475
#34.65,0,0,9.3,449.875,0.00125,0.2025,1.23375
#34.66,0,0,9.3,449.875,0,0.20125,1.23875
#34.67,0,0,9.3,449.875,0,0.20125,1.235
#34.68,0,0,9.3,449.875,-0.0025,0.2025,1.2425
#34.69,0,0,9.3,449.875,-0.00125,0.20125,1.2375
"$190,918",452612,-37896930,145042967,17962.5,1249999999,1249999999,6.25
#34.70,0,0,9.3,449.875,-0.00125,0.2025,1.225
#34.71,0,0,9.3,449.875,-0.00125,0.2025,1.2375
#34.72,0,0,9.3,449.875,0,0.20375,1.23875
#34.73,0,0,9.3,449.875,-0.0025,0.20375,1.24375
#34.74,0,0,9.3,449.875,0,0.20125,1.24
#34.76,0,0,9.3,449.875,-0.00375,0.20375,1.2375
#34.77,0,0,9.3,449.875,0,0.2025,1.235
#34.78,0,0,9.3,449.875,-0.005,0.2025,1.24
"$190,918",452622,-37896815,145043058,6650,18.75,26961.25,6.25
#34.79,0,0,9.3,449.875,-0.005,0.2025,1.23875
#34.80,0,0,9.3,449.875,0,0.19875,1.22875
#34.81,0,0,9.3,449.875,-0.0025,0.20125,1.23375
#34.82,0,0,9.3,449.875,0,0.20125,1.2425
#34.83,0,0,9.3,449.875,0.00125,0.2,1.24125
#34.84,0,0,9.3,449.875,0,0.2,1.2425
#34.85,0,0,9.3,449.875,0,0.2,1.23
#34.87,0,0,9.3,449.875,0,0.20125,1.24125
#34.88,0,0,9.3,449.875,0,0.2025,1.24625
#34.89,0,0,9.3,449.875,0.0025,0.19875,1.24125
#34.90,0,0,9.3,449.875,0.0025,0.20125,1.2325
#34.91,0,0,9.3,449.875,0.00375,0.2025,1.24125
#34.92,0,0,9.3,449.875,0.005,0.2025,1.24125
#34.93,0,0,9.3,449.875,0.0025,0.20125,1.24375
#34.95,0,0,9.3,449.875,0,0.20375,1.22875
"$190,918",452640,-37896815,145043058,6650,13.75,18332.5,6.25
#34.96,0,0,9.3,449.875,0,0.2,1.22875
#34.97,0,0,9.3,449.875,-0.00375,0.20125,1.235
#34.98,0,0,9.3,449.875,0,0.2025,1.2425
#34.99,0,0,9.3,449.875,0,0.20375,1.2425
#35.00,0,0,9.3,449.875,0.00375,0.20375,1.2325
#35.02,0,0,9.3,449.875,0,0.20125,1.24125
#35.03,0,0,9.3,449.875,-0.005,0.20125,1.24125
#35.04,0,0,9.3,449.875,-0.00375,0.2025,1.24125
#35.05,0,0,9.3,449.875,-0.00375,0.2,1.225
"$190,918",452650,-37896815,145043058,6650,8.75,18946.25,6.25
#35.06,0,0,9.3,449.875,-0.0025,0.2,1.23375
#35.07,0,0,9.3,449.875,-0.0025,0.20125,1.24125
#35.09,0,0,9.3,449.875,0,0.2025,1.2375
#35.10,0,0,9.3,449.875,0,0.19875,1.2325
#35.11,0,0,9.3,449.875,0,0.20125,1.2325
#35.12,0,0,9.3,449.875,-0.00375,0.20125,1.23875
#35.13,0,0,9.3,449.875,0,0.20125,1.2425
#35.14,0,0,9.3,449.875,0,0.1975,1.23875
#35.15,0,0,9.3,449.875,0,0.2025,1.22875
"$190,918",452660,-37896817,145043058,6662.5,5,18861.25,6.25
#35.16,0,0,9.3,449.875,0.00125,0.2,1.23375
#35.17,0,0,9.3,449.875,0.0025,0.2025,1.2425
#35.18,0,0,9.3,449.875,0.00125,0.20125,1.2425
#35.19,0,0,9.3,449.875,0.0025,0.20125,1.2425
#35.20,0,0,9.3,449.875,0.00125,0.2025,1.22875
#35.21,0,0,9.3,449.875,0,0.2025,1.23875
#35.22,0,0,9.3,449.875,0,0.20125,1.23875
#35.23,0,0,9.3,449.875,0,0.20125,1.24125
#35.24,0,0,9.3,449.875,0.00125,0.2025,1.2425
#35.26,0,0,9.3,449.875,0.00125,0.2025,1.23625
"$190,918",452670,-37896817,145043057,6662.5,5,41943.75,6.25
#35.27,0,0,9.3,449.875,0,0.205,1.245
#35.28,0,0,9.3,449.875,0,0.2025,1.24375
#35.29,0,0,9.3,449.875,0,0.2,1.2375
#35.30,0,0,9.3,449.875,-0.00125,0.2025,1.2275
#35.31,0,0,9.3,449.875,-0.00125,0.2025,1.23625
#35.32,0,0,9.3,449.875,-0.0025,0.2025,1.2375
#35.33,0,0,9.3,449.875,-0.00125,0.20375,1.24125
#35.34,0,0,9.3,449.875,-0.0025,0.20125,1.24
#35.35,0,0,9.3,449.875,-0.0025,0.20125,1.2275
"$190,918",452680,-37896817,145043057,6675,10,1538.75,6.25
#35.37,0,0,9.3,449.875,-0.00125,0.20125,1.2325
#35.38,0,0,9.3,449.875,-0.00125,0.20125,1.24
#35.39,0,0,9.3,449.875,-0.0025,0.2,1.245
#35.40,0,0,9.3,449.875,-0.0025,0.20125,1.22875
#35.41,0,0,9.3,449.875,0,0.20125,1.24125
#35.42,0,0,9.3,449.875,0,0.2025,1.245
#35.43,0,0,9.3,449.875,0.00125,0.20375,1.24375
#35.44,0,0,9.3,449.875,0.0025,0.20125,1.2475
#35.45,0,0,9.3,449.875,0.00125,0.2025,1.22875
"$190,918",452690,-37896817,145043058,6675,1.25,3778.75,6.25
#35.46,0,0,9.3,449.875,0,0.19875,1.23625
#35.47,0,0,9.3,449.875,0,0.2025,1.24125
#35.49,0,0,9.3,449.875,0,0.20125,1.24
#35.50,0,0,9.3,449.875,0.00125,0.20125,1.22875
#35.51,0,0,9.3,449.875,0,0.2025,1.23625
#35.52,0,0,9.3,449.875,0,0.19875,1.24125
#35.53,0,0,9.3,449.875,0,0.2,1.245
#35.54,0,0,9.3,449.875,0,0.20125,1.24375
#35.55,0,0,9.3,449.875,0,0.2025,1.23125
"$190,918",452700,-37896817,145043058,6675,5,190,6.25
#35.56,0,0,9.3,449.875,0,0.20375,1.2325
#35.57,0,0,9.3,449.875,0,0.2025,1.24125
#35.58,0,0,9.3,449.875,0,0.2025,1.24375
#35.60,0,0,9.3,449.875,-0.0025,0.20375,1.245
#35.61,0,0,9.3,449.875,0,0.2,1.2375
#35.62,0,0,9.3,449.875,0.00125,0.205,1.24
#35.63,0,0,9.3,449.875,0,0.20125,1.2425
#35.64,0,0,9.3,449.875,-0.00125,0.205,1.24375
#35.65,0,0,9.3,449.875,-0.00125,0.2,1.23
"$190,918",452710,-37896817,145043058,6675,2.5,2240,6.25
#35.66,0,0,9.3,449.875,0,0.20375,1.2325
#35.68,0,0,9.3,449.875,0,0.20125,1.23875
#35.69,0,0,9.3,449.875,-0.00125,0.20125,1.235
#35.70,0,0,9.3,449.875,-0.0025,0.20125,1.23
#35.71,0,0,9.3,449.875,0.00125,0.19875,1.23625
#35.72,0,0,9.3,449.875,0,0.2025,1.2425
#35.73,0,0,9.3,449.875,0,0.2,1.24
#35.74,0,0,9.3,449.875,-0.00125,0.2025,1.24375
#35.75,0,0,9.3,449.875,0,0.1975,1.22625
"$190,918",452720,-37896817,145043058,6687.5,1.25,43662.5,6.25
#35.76,0,0,9.3,449.875,0,0.19875,1.23875
#35.77,0,0,9.3,449.875,0,0.20375,1.245
#35.78,0,0,9.3,449.875,0,0.2025,1.245
#35.79,0,0,9.3,449.875,0,0.2,1.24125
#35.80,0,0,9.3,449.875,0.0025,0.2,1.23125
#35.81,0,0,9.3,449.875,0.00125,0.20375,1.23875
#35.82,0,0,9.3,449.875,0,0.2025,1.24125
#35.83,0,0,9.3,449.875,0.00375,0.2025,1.2425
#35.84,0,0,9.3,449.875,0.00375,0.2025,1.23625
#35.85,0,0,9.3,449.875,0.0025,0.205,1.23375
"$190,918",452730,-37896817,145043058,6687.5,2.5,40397.5,6.25
#35.86,0,0,9.3,449.875,0.0025,0.20125,1.2375
#35.87,0,0,9.3,449.875,0.0025,0.20125,1.24
#35.88,0,0,9.3,449.875,0,0.2,1.24
#35.89,0,0,9.3,449.875,0,0.2025,1.24
#35.90,0,0,9.3,449.875,0,0.20375,1.225
#35.91,0,0,9.3,449.875,0,0.20375,1.23125
#35.92,0,0,9.3,449.875,0,0.2,1.24125
#35.93,0,0,9.3,449.875,-0.00125,0.19875,1.245
#35.94,0,0,9.3,449.875,0,0.20375,1.245
#35.95,0,0,9.3,449.875,0,0.2,1.2325
"$190,918",452740,-37896817,145043058,6687.5,2.5,10193.75,6.25
#35.97,0,0,9.3,449.875,-0.005,0.2,1.24125
#35.98,0,0,9.3,449.875,-0.00125,0.2,1.24375
#35.99,0,0,9.3,449.875,-0.005,0.20125,1.24375
#36.00,0,0,9.3,449.875,-0.0025,0.20375,1.23125
#36.01,0,0,9.3,449.875,-0.00125,0.2,1.23625
#36.02,0,0,9.3,449.875,-0.005,0.2025,1.2425
#36.03,0,0,9.3,449.875,0,0.19875,1.24125
#36.04,0,0,9.3,449.875,-0.00375,0.2,1.2375
#36.05,0,0,9.3,449.875,-0.0025,0.2,1.23
"$190,918",452750,-37896817,145043058,6687.5,1.25,36701.25,6.25
#36.06,0,0,9.3,449.875,-0.00125,0.2025,1.235
#36.07,0,0,9.3,449.875,0,0.20375,1.24
#36.08,0,0,9.3,449.875,0,0.20125,1.245
#36.09,0,0,9.3,449.875,0,0.2025,1.2375
#36.10,0,0,9.3,449.875,0.00125,0.19875,1.23
#36.11,0,0,9.3,449.875,0.0025,0.205,1.23625
#36.12,0,0,9.3,449.875,0,0.2025,1.24125
#36.13,0,0,9.3,449.875,0.0025,0.20375,1.2425
#36.14,0,0,9.3,449.875,0.0025,0.2025,1.24125
#36.15,0,0,9.3,449.875,0.00125,0.20125,1.23125
"$190,918",452760,-37896818,145043060,6700,1.25,3622.5,6.25
#36.16,0,0,9.3,449.875,0.00125,0.2,1.2375
#36.18,0,0,9.3,449.875,0,0.2,1.24375
#36.19,0,0,9.3,449.875,0.00125,0.20125,1.24375
#36.20,0,0,9.3,449.875,0,0.20375,1.23
#36.21,0,0,9.3,449.875,0,0.20125,1.23625
#36.22,0,0,9.3,449.875,0,0.2,1.24
#36.23,0,0,9.3,449.875,0,0.20125,1.24125
#36.24,0,0,9.3,449.875,-0.00125,0.20125,1.2375
#36.25,0,0,9.3,449.875,-0.0025,0.20125,1.2275
"$190,918",452770,-37896820,145043060,6712.5,2.5,19328.75,6.25
#36.26,0,0,9.3,449.875,-0.00125,0.20125,1.23625
#36.27,0,0,9.3,449.875,-0.00125,0.2,1.23625
#36.28,0,0,9.3,449.875,0,0.20375,1.245
#36.29,0,0,9.3,449.875,-0.00125,0.2025,1.2425
#36.31,0,0,9.3,449.875,-0.0025,0.20375,1.23
#36.31,0,0,9.3,449.875,-0.00375,0.20375,1.23375
#36.33,0,0,9.3,449.875,0,0.2,1.24
#36.33,0,0,9.3,449.875,-0.00125,0.2,1.24125
#36.35,0,0,9.3,449.875,0,0.2025,1.24375
#36.35,0,0,9.3,449.875,0,0.2025,1.235
"$190,918",452780,-37896822,145043060,6725,2.5,20702.5,6.25
#36.37,0,0,9.3,449.875,0,0.2025,1.23625
#36.38,0,0,9.3,449.875,0.00125,0.2,1.24125
#36.38,0,0,9.3,449.875,0,0.20125,1.245
#36.40,0,0,9.3,449.875,0.0025,0.20125,1.24625
#36.40,0,0,9.3,449.875,0,0.20125,1.23
#36.42,0,0,9.3,449.875,0,0.20125,1.2375
#36.42,0,0,9.3,449.875,0.00125,0.205,1.24
#36.44,0,0,9.3,449.875,0.00125,0.20375,1.24125
#36.44,0,0,9.3,449.875,0,0.2025,1.23875
#36.46,0,0,9.3,449.875,0.00125,0.20125,1.23125
"$190,918",452790,-37896822,145043060,6737.5,2.5,18366.25,6.25
#36.47,0,0,9.3,449.875,0,0.2025,1.23375
#36.48,0,0,9.3,449.875,0,0.20125,1.24
#36.49,0,0,9.3,449.875,0,0.20125,1.24625
#36.50,0,0,9.3,449.875,0.0025,0.2025,1.24125
#36.51,0,0,9.3,449.875,0.0025,0.205,1.2275
#36.53,0,0,9.3,449.875,0,0.20125,1.24375
#36.53,0,0,9.3,449.875,0,0.20375,1.2325
#36.54,0,0,9.3,449.875,0,0.205,1.24875
#36.56,0,0,9.3,449.875,0.00125,0.2,1.22125
"$190,918",452800,-37896822,145043060,6750,3.75,19432.5,6.25
#36.56,0,0,9.3,449.875,0.00125,0.205,1.225
#36.58,0,0,9.3,449.875,0,0.20375,1.22875
#36.58,0,0,9.3,449.875,0,0.20625,1.2325
#36.60,0,0,9.3,449.875,0.00125,0.205,1.22625
#36.60,0,0,9.3,449.875,0.00125,0.2025,1.21625
#36.62,0,0,9.3,449.875,0.0025,0.20125,1.2225
#36.63,0,0,9.3,449.875,0,0.20625,1.24
#36.63,0,0,9.3,449.875,0,0.20375,1.24375
#36.65,0,0,9.3,449.875,0.00125,0.2025,1.235
#36.65,0,0,9.3,449.875,0,0.19875,1.23375
"$190,918",452810,-37896823,145043060,6762.5,1.25,38256.25,6.25
#36.67,0,0,9.3,449.875,0.00125,0.205,1.24125
#36.67,0,0,9.3,449.875,0.00125,0.205,1.24875
#36.69,0,0,9.3,449.875,0,0.1975,1.245
#36.69,0,0,9.3,449.875,0.00125,0.20125,1.2475
#36.71,0,0,9.3,449.875,0.00125,0.2025,1.24375
#36.72,0,0,9.3,449.875,0,0.19625,1.2475
#36.72,0,0,9.3,449.875,-0.00125,0.20125,1.24125
#36.74,0,0,9.3,449.875,-0.005,0.19375,1.24375
#36.74,0,0,9.3,449.875,-0.0025,0.1975,1.2425
#36.76,0,0,9.3,449.875,0,0.19375,1.23
"$190,918",452820,-37896823,145043060,6762.5,0,14982.5,6.25
#36.76,0,0,9.3,449.875,-0.0025,0.195,1.2375
#36.78,0,0,9.3,449.875,-0.00125,0.1925,1.2425
#36.78,0,0,9.3,449.875,0,0.19125,1.24625
#36.79,0,0,9.3,449.875,0,0.19125,1.23375
#36.81,0,0,9.3,449.875,0.00375,0.195,1.23625
#36.81,0,0,9.3,449.875,0.0025,0.1925,1.23125
#36.83,0,0,9.3,449.875,0.005,0.1925,1.23375
#36.83,0,0,9.3,449.875,0.00625,0.195,1.24125
#36.85,0,0,9.3,449.875,0.0175,0.195,1.22
#36.85,0,0,9.3,449.875,0.01625,0.20125,1.2275
"$190,918",452830,-37896823,145043060,6775,1.25,14813.75,6.25
#36.87,0,0,9.3,449.875,0.01375,0.1925,1.22125
#36.88,0,0,9.3,449.875,0.0175,0.2025,1.22375
#36.89,0,0,9.3,449.875,0.0175,0.19875,1.2175
#36.90,0,0,9.3,449.875,0.02125,0.2025,1.235
#36.91,0,0,9.3,449.875,0.00875,0.21,1.2175
#36.92,0,0,9.3,449.875,0.0025,0.20625,1.2325
#36.93,0,0,9.3,449.875,0.00625,0.21625,1.2225
#36.94,0,0,9.3,449.875,-0.00125,0.2125,1.24625
#36.95,0,-0.1,9.3,449.875,-0.0125,0.21875,1.2375
"$190,918",452840,-37896823,145043060,6775,1.25,19420,6.25
#36.97,0,-0.1,9.3,449.875,-0.0175,0.22125,1.2325
#36.97,0,-0.1,9.3,449.875,-0.02625,0.22125,1.2575
#36.99,0,-0.1,9.3,449.875,-0.0275,0.22625,1.2475
#36.99,0,-0.1,9.3,449.875,-0.03375,0.2175,1.245
#37.01,0,-0.1,9.3,449.875,-0.04,0.2225,1.2575
#37.01,0,-0.1,9.4,449.875,-0.04375,0.2225,1.26625
#37.03,0,-0.1,9.4,449.875,-0.045,0.22125,1.275
#37.03,0,-0.1,9.4,449.875,-0.0475,0.20875,1.27375
#37.04,0,-0.1,9.4,449.875,-0.04875,0.21,1.26875
#37.06,0,-0.2,9.4,449.875,-0.05125,0.205,1.255
"$190,918",452850,-37896823,145043060,6787.5,2.5,12230,6.25
#37.06,0,-0.2,9.4,449.875,-0.05125,0.2025,1.2525
#37.08,0,-0.2,9.4,449.875,-0.04625,0.1975,1.255
#37.09,0,-0.2,9.4,449.875,-0.04,0.19375,1.2525
#37.10,0,-0.3,9.4,0,-0.0375,0.195,1.2475
#37.11,0,-0.3,9.3,0,-0.03375,0.19625,1.24125
#37.12,0,-0.3,9.3,0,-0.0225,0.1875,1.23875
#37.13,0,-0.3,9.3,0,-0.015,0.18875,1.2375
#37.14,0,-0.2,9.3,0,-0.01375,0.19,1.245
#37.15,0,-0.2,9.3,0,-0.0025,0.1925,1.2425
"$190,918",452860,-37896823,145043060,6787.5,3.75,11136.25,6.25
#37.16,0,-0.2,9.3,0,0.00375,0.19,1.225
#37.17,0,-0.2,9.3,0,0.01,0.1925,1.23875
#37.18,0,-0.2,9.3,0,0.01375,0.19375,1.24375
#37.19,0,-0.1,9.3,0,0.0175,0.195,1.24875
#37.20,0,-0.1,9.3,0,0.02875,0.2,1.2325
#37.22,0,-0.1,9.3,0,0.03,0.1975,1.24125
#37.23,0,-0.1,9.3,0,0.03,0.20125,1.25125
#37.24,0,-0.1,9.3,0,0.03,0.20375,1.24625
#37.24,0,-0.1,9.3,0,0.03,0.2025,1.245
#37.26,0,-0.1,9.3,0,0.02875,0.20375,1.23
"$190,918",452870,-37896825,145043060,6787.5,1.25,12408.75,6.25
#37.26,0,0,9.3,0,0.02375,0.2025,1.24
#37.28,0,0,9.3,0,0.02375,0.205,1.24125
#37.29,0,0,9.3,0,0.01875,0.20375,1.245
#37.30,0,0,9.3,0,0.01375,0.2025,1.24125
#37.31,0,0,9.3,0,0.005,0.1925,1.19
#37.32,0,0,9.3,0,0.00375,0.2125,1.2675
#37.33,0,0,9.3,0,0.005,0.20125,1.21625
#37.34,0,0,9.3,0,0,0.205,1.245
#37.35,0,0,9.3,0,-0.005,0.19625,1.2425
